"","K","eta_hunt","eta_nat","theta","gamma","alpha_max","ksi","omega","s","beta","p1","p2_q1","p2_q2","p2_q3","p2_q4","phi","sigma1_mean","sigma1_rate","start_q","S_0","E1_0","SuperS_0","SuperE1_0","I_0","SuperI_0"
"471",402,0.522864,0.03509,7.404375,0.047956,0.988001,0.203366,10.539036,71.698705,0.199535,1,0,0,0,0,2.984279,273.517,0.551008,1,314,9,79,0,0,0
"472",693,0.288473,0.02486,0.48821,0.044789,1.058722,0.940271,10.510147,71.648601,0.06188,1,0,0,0,0,15.173413,61.568978,0.131773,1,41,14,638,0,0,0
"473",515,0.966469,0.023824,0.886613,0.062659,1.040012,0.65967,9.47202,63.999495,0.152688,1,0,0,0,0,30.575479,225.982031,3.796295,1,172,11,332,0,0,0
"474",842,0.931409,0.032552,10.57999,0.07673,1.010413,0.707045,9.98811,65.768706,0.185866,1,0,0,0,0,24.024965,388.777831,2.808909,1,242,17,583,0,0,0
"475",353,0.133594,0.038386,4.951803,0.010876,1.052693,0.334427,9.851047,73.638439,0.121955,1,0,0,0,0,41.186342,482.354166,5.709105,1,230,8,115,0,0,0
"476",656,0.938275,0.033139,13.954979,0.008971,1.035435,0.20946,11.281635,64.851865,0.005833,1,0,0,0,0,4.748213,408.920854,3.954677,1,508,14,134,0,0,0
"477",191,0.278633,0.002421,5.710718,0.061357,0.924883,0.511671,9.985011,72.172486,0.243094,1,0,0,0,0,33.37366,583.069647,3.517648,1,92,4,95,0,0,0
"478",338,0.347415,0.038014,8.021391,0.027615,1.009178,0.235109,9.88506,72.617286,0.10843,1,0,0,0,0,25.301099,425.156186,4.838525,1,254,7,77,0,0,0
"479",906,0.939879,0.014409,0.579899,0.064343,1.000261,0.128425,10.835065,66.878716,0.244465,1,0,0,0,0,28.084094,540.730702,1.979024,1,774,19,113,0,0,0
"480",812,0.013063,0.010756,18.66817,0.037345,0.981687,0.098137,10.407726,70.457606,0.17117,1,0,0,0,0,35.86752,343.191482,5.953457,1,717,17,78,0,0,0
"481",433,0.29523,0.019666,1.820563,0.022521,1.010016,0.341364,10.290209,73.792784,0.068668,1,0,0,0,0,32.004773,566.580677,2.52091,1,280,9,144,0,0,0
"482",285,0.745453,0.016529,17.662786,0.033254,1.020268,0.678548,11.089761,62.876456,0.121187,1,0,0,0,0,33.324212,458.084977,3.637531,1,90,6,189,0,0,0
"483",319,0.960007,0.03124,10.074626,0.014922,1.022307,0.641672,9.561602,63.141066,0.076798,1,0,0,0,0,16.085433,341.740501,1.337425,1,112,7,200,0,0,0
"484",969,0.880334,0.02293,8.10385,0.030959,1.076498,0.56989,10.56599,64.468842,0.175285,1,0,0,0,0,42.116604,377.67577,3.651178,1,409,20,540,0,0,0
"485",988,0.121979,0.005848,18.384101,0.066989,0.95074,0.852102,9.34548,64.925159,0.031513,1,0,0,0,0,43.347082,114.598931,4.876693,1,144,20,824,0,0,0
"486",450,0.426109,0.037339,9.001821,0.028696,1.042831,0.873251,10.069493,64.083101,0.179649,1,0,0,0,0,46.780658,136.777798,1.114703,1,56,9,385,0,0,0
"487",240,0.421401,0.036934,1.916212,0.080411,0.906663,0.447734,10.765103,68.648536,0.074419,1,0,0,0,0,43.273661,228.344159,5.201894,1,130,5,105,0,0,0
"488",538,0.759935,0.028936,4.580781,0.034746,1.049429,0.155344,9.873604,69.30901,0.124562,1,0,0,0,0,47.997155,503.150594,4.604292,1,446,11,81,0,0,0
"489",110,0.612242,0.023739,1.03939,0.081137,1.099728,0.089479,10.19439,69.404773,0.245287,1,0,0,0,0,38.32138,563.927687,3.082107,1,98,3,9,0,0,0
"490",421,0.319069,0.026191,5.677602,0.043288,1.050045,0.167394,10.305604,65.917086,0.206366,1,0,0,0,0,1.31225,299.047201,2.961238,1,344,9,68,0,0,0
"491",639,0.195929,0.026049,10.45586,0.003359,0.988583,0.580753,10.372455,64.29474,0.182893,1,0,0,0,0,10.509372,94.41921,3.960363,1,263,13,363,0,0,0
"492",155,0.849031,0.013469,9.358763,0.047506,0.924303,0.908568,9.434401,69.291839,0.051356,1,0,0,0,0,6.643449,19.132477,4.573693,1,14,4,137,0,0,0
"493",61,0.27389,0.024695,11.571446,0.055229,0.920659,0.399481,9.754416,65.955301,0.138198,1,0,0,0,0,46.266673,53.908885,1.655009,1,36,2,23,0,0,0
"494",202,0.022186,0.03587,2.806782,0.074296,1.002128,0.145077,11.161287,67.852734,0.099729,1,0,0,0,0,27.2819,532.973096,4.997176,1,169,5,28,0,0,0
"495",413,0.779829,0.03746,5.859897,0.044916,0.97286,0.288277,9.520221,72.676934,0.119976,1,0,0,0,0,33.137464,553.993874,4.735125,1,288,9,116,0,0,0
"496",713,0.828657,0.040928,11.821803,0.032911,0.98194,0.043225,10.451373,70.403839,0.067954,1,0,0,0,0,44.63012,5.174356,4.18054,1,668,15,30,0,0,0
"497",446,0.174929,0.00464,18.042347,0.051414,1.079442,0.993257,10.377844,72.27565,0.224198,1,0,0,0,0,44.795342,581.903869,0.038692,1,3,9,434,0,0,0
"498",316,0.659223,0.028598,16.138943,0.031427,0.907933,0.148461,11.202682,64.055556,0.191881,1,0,0,0,0,47.272853,112.058243,2.158073,1,264,7,45,0,0,0
"499",239,0.339665,0.011232,15.18975,0.041736,1.050239,0.884754,10.538779,68.000566,0.084414,1,0,0,0,0,31.05508,508.316644,3.83012,1,27,5,207,0,0,0
"500",491,0.832033,0.01152,12.43839,0.010553,0.989288,0.378143,10.318755,64.400138,0.079518,1,0,0,0,0,10.320472,518.140534,5.076489,1,300,10,181,0,0,0
"501",287,0.61364,0.030938,2.918721,0.068885,0.945041,0.253249,9.871615,64.552824,0.090534,1,0,0,0,0,41.980694,574.629232,4.595029,1,210,6,71,0,0,0
"502",707,0.244461,0.031298,12.077485,0.00631,0.995632,0.321896,11.195543,64.73096,0.056397,1,0,0,0,0,8.297434,433.340558,3.875582,1,470,15,222,0,0,0
"503",81,0.952838,0.027134,14.552177,0.033226,1.084092,0.607833,9.497796,65.19716,0.011201,1,0,0,0,0,47.70791,338.184203,4.163852,1,31,2,48,0,0,0
"504",670,0.23776,0.005141,18.579129,0.03176,1.006807,0.7504,9.784264,70.670738,0.11092,1,0,0,0,0,13.890609,515.886273,4.005198,1,164,14,492,0,0,0
"505",732,0.941188,0.023969,6.094705,0.001952,0.905918,0.12668,9.391742,73.477402,0.05998,1,0,0,0,0,28.112933,195.70458,5.904103,1,627,15,90,0,0,0
"506",220,0.695066,0.01689,11.917144,0.019018,1.060943,0.611039,11.273978,69.463837,0.152213,1,0,0,0,0,5.726421,200.619516,2.79564,1,84,5,131,0,0,0
"507",822,0.258021,0.038502,3.263605,0.070984,1.010805,0.898514,10.100297,70.340512,0.072193,1,0,0,0,0,28.518991,569.802397,1.380708,1,82,17,723,0,0,0
"508",165,0.643736,0.010082,12.682421,0.074702,1.076935,0.406133,10.809824,74.053452,0.049608,1,0,0,0,0,46.747051,523.602638,1.748607,1,96,4,65,0,0,0
"509",415,0.574318,0.01551,12.725069,0.035897,0.984481,0.19511,10.426443,68.927175,0.210053,1,0,0,0,0,6.967125,354.288064,1.745165,1,327,9,79,0,0,0
"510",695,0.577891,0.014331,8.591602,0.000265,0.984915,0.728275,10.977549,61.961832,0.041397,1,0,0,0,0,4.051601,588.953188,4.777509,1,186,14,495,0,0,0
"511",796,0.176165,0.007129,16.465151,0.004726,0.955566,0.699584,9.626515,69.25976,0.007118,1,0,0,0,0,34.517322,269.687152,5.626213,1,235,16,545,0,0,0
"512",317,0.54728,0.032907,1.935513,0.033021,1.08606,0.229433,10.823834,68.76256,0.059003,1,0,0,0,0,27.74858,163.159477,4.761808,1,239,7,71,0,0,0
"513",81,0.539054,0.005024,18.858918,0.047745,0.999471,0.621403,10.965407,73.698253,0.164585,1,0,0,0,0,31.004447,46.460758,2.986368,1,30,2,49,0,0,0
"514",542,0.223253,0.010402,17.15661,0.006631,1.088916,0.268341,10.244828,70.092324,0.026757,1,0,0,0,0,15.112966,473.162313,5.576715,1,389,11,142,0,0,0
"515",740,0.280621,0.036026,11.494003,0.027102,0.919601,0.957141,10.366548,70.625916,0.07595,1,0,0,0,0,13.629459,332.55492,2.305784,1,32,15,693,0,0,0
"516",518,0.881101,0.032295,4.564294,0.081877,0.954828,0.035289,11.014767,65.836746,0.214762,1,0,0,0,0,11.506688,394.389354,0.84411,1,490,11,17,0,0,0
"517",755,0.135677,0.038683,19.550521,0.000959,0.905377,0.855903,10.332689,68.609949,0.039682,1,0,0,0,0,0.569048,524.211883,4.532801,1,107,16,632,0,0,0
"518",514,0.32661,0.036673,7.883675,0.024757,0.9804,0.173588,10.527376,69.570537,0.124373,1,0,0,0,0,28.843981,126.740436,4.477868,1,416,11,87,0,0,0
"519",471,0.740459,0.039205,10.203326,0.03373,0.934045,0.727873,11.144862,67.292289,0.187009,1,0,0,0,0,30.127568,190.593123,3.403219,1,126,10,335,0,0,0
"520",513,0.927081,0.04014,19.41944,0.055472,1.024361,0.476407,10.61122,73.061644,0.159319,1,0,0,0,0,44.88055,345.071374,5.399313,1,263,11,239,0,0,0
"521",428,0.181092,0.014246,19.621117,0.026039,1.034689,0.231844,9.923111,70.257004,0.067101,1,0,0,0,0,42.07731,202.43503,4.523663,1,322,9,97,0,0,0
"522",262,0.22764,0.019811,11.082435,0.079596,0.996881,0.562496,10.252431,68.323272,0.158236,1,0,0,0,0,42.699903,564.271149,2.441892,1,113,6,143,0,0,0
"523",848,0.670455,0.020615,17.283661,0.053194,1.068362,0.897694,9.746497,61.798799,0.055633,1,0,0,0,0,17.066233,265.995524,1.982732,1,86,17,745,0,0,0
"524",366,0.371501,0.027042,16.050771,0.045578,1.084935,0.814453,10.084987,68.232339,0.069109,1,0,0,0,0,38.504274,346.759605,2.460044,1,67,8,291,0,0,0
"525",261,0.32049,0.025302,2.87778,0.072379,1.064056,0.172379,10.212861,66.983866,0.231658,1,0,0,0,0,44.709356,597.5919,4.79047,1,212,6,43,0,0,0
"526",299,0.581899,0.000792,13.590846,0.02979,1.018351,0.613802,9.43011,69.986798,0.003698,1,0,0,0,0,12.171734,247.218853,2.697003,1,114,6,179,0,0,0
"527",267,0.106131,0.029734,11.211425,0.064735,1.021248,0.735554,9.843036,71.941915,0.206854,1,0,0,0,0,37.621513,243.018498,3.807526,1,70,6,191,0,0,0
"528",134,0.208554,0.005437,12.645768,0.063691,1.058326,0.546596,10.948143,70.888063,0.088846,1,0,0,0,0,34.261164,513.092101,2.073479,1,60,3,71,0,0,0
"529",438,0.508979,0.015085,7.334701,0.031697,1.021184,0.974039,11.197919,71.497219,0.083562,1,0,0,0,0,24.382311,573.338682,3.41364,1,12,9,417,0,0,0
"530",814,0.501452,0.005465,10.989499,0.020406,1.06669,0.243846,10.830006,63.507384,0.051679,1,0,0,0,0,24.701728,368.224701,4.928488,1,603,17,194,0,0,0
"531",984,0.773094,0.024312,7.772918,0.046248,0.90749,0.306504,9.969195,68.807521,0.147274,1,0,0,0,0,18.899593,408.144564,4.45692,1,669,20,295,0,0,0
"532",128,0.260969,0.010913,10.292504,0.014858,0.975284,0.375074,9.7871,67.165431,0.165305,1,0,0,0,0,17.820015,201.683996,3.925337,1,79,3,46,0,0,0
"533",62,0.871662,0.026357,13.102917,0.018403,1.088415,0.622402,10.801005,64.335082,0.111299,1,0,0,0,0,16.598337,489.278139,0.146911,1,23,2,37,0,0,0
"534",773,0.909064,0.015709,6.280038,0.082497,0.950937,0.221644,10.866133,66.869438,0.139866,1,0,0,0,0,32.702112,519.074394,1.845083,1,590,16,167,0,0,0
"535",372,0.9015,0.021701,15.510292,0.067992,0.970578,0.122973,9.990299,64.175951,0.246731,1,0,0,0,0,7.095647,297.958093,4.361067,1,320,8,44,0,0,0
"536",106,0.184441,0.008672,11.02525,0.003313,1.012075,0.113948,10.155675,74.354019,0.232605,1,0,0,0,0,28.768704,17.068397,3.432133,1,92,3,11,0,0,0
"537",164,0.877322,0.021202,16.812472,0.018974,1.088616,0.701045,10.850406,70.985187,0.153946,1,0,0,0,0,23.829823,266.481194,3.235418,1,48,4,112,0,0,0
"538",912,0.439584,0.001097,8.957033,0.028757,1.013661,0.392943,9.487829,68.165595,0.042509,1,0,0,0,0,19.189356,362.733823,4.807728,1,543,19,350,0,0,0
"539",839,0.991452,0.028299,13.245268,0.019537,1.027601,0.068032,10.973437,67.314988,0.037883,1,0,0,0,0,9.542938,413.915646,3.86602,1,767,17,55,0,0,0
"540",552,0.463236,0.018274,5.150477,0.002143,0.965047,0.935799,11.21363,66.631928,0.091028,1,0,0,0,0,24.309763,37.711665,0.085802,1,35,12,505,0,0,0
"541",280,0.073959,0.004397,12.278556,0.076159,1.001739,0.823993,9.628584,64.355263,0.228663,1,0,0,0,0,43.71722,235.968026,2.614464,1,49,6,225,0,0,0
"542",731,0.344624,0.020147,19.120937,0.013116,0.993883,0.780162,10.476288,63.261769,0.074206,1,0,0,0,0,13.313661,500.598398,5.175968,1,158,15,558,0,0,0
"543",295,0.074878,0.035265,16.727564,0.052655,0.969994,0.528315,10.828254,72.090655,0.028888,1,0,0,0,0,13.016512,403.066601,2.36716,1,137,6,152,0,0,0
"544",141,0.169702,0.026613,9.459751,0.045216,0.911034,0.578139,10.905203,69.203402,0.246984,1,0,0,0,0,29.840472,192.285034,0.861691,1,59,3,79,0,0,0
"545",294,0.279383,0.00917,4.672428,0.055583,0.94955,0.16312,9.706895,66.277057,0.24073,1,0,0,0,0,8.38315,306.46875,2.854651,1,242,6,46,0,0,0
"546",127,0.713136,0.034042,19.849255,0.040937,1.073744,0.115489,9.418054,65.495387,0.165838,1,0,0,0,0,49.885603,405.666622,0.007931,1,110,3,14,0,0,0
"547",877,0.662351,0.028847,13.66501,0.070772,0.9564,0.585928,9.355845,61.832138,0.002545,1,0,0,0,0,29.304207,533.533614,1.900819,1,356,18,503,0,0,0
"548",214,0.06052,0.00122,9.261676,0.06157,0.934404,0.3138,10.009371,72.406709,0.163303,1,0,0,0,0,37.490392,297.225488,4.170072,1,144,5,65,0,0,0
"549",585,0.598911,0.030273,19.299792,0.043368,1.072454,0.012298,10.547849,66.826679,0.229489,1,0,0,0,0,45.814087,414.108584,4.37502,1,566,12,7,0,0,0
"550",321,0.538095,0.0285,5.556265,0.062971,0.923055,0.090774,10.757664,70.961768,0.153366,1,0,0,0,0,42.948466,183.216854,2.466278,1,286,7,28,0,0,0
"551",332,0.930058,0.018686,14.491247,0.049632,0.92361,0.421923,10.040216,64.006122,0.128573,1,0,0,0,0,30.738989,459.375037,1.928482,1,188,7,137,0,0,0
"552",694,0.728999,0.005304,4.602505,0.009602,0.93674,0.495418,9.296096,73.922329,0.153536,1,0,0,0,0,7.974428,110.606075,4.215437,1,344,14,336,0,0,0
"553",494,0.80632,0.009036,2.728962,0.013194,0.986952,0.402285,11.059854,69.106045,0.17172,1,0,0,0,0,3.623665,336.897881,5.134352,1,290,10,194,0,0,0
"554",591,0.099571,0.030305,10.929963,0.026459,0.982727,0.617931,10.282114,63.061439,0.065758,1,0,0,0,0,16.956625,45.907732,2.374355,1,222,12,357,0,0,0
"555",381,0.986011,0.010333,2.77916,0.04358,1.064608,0.388109,9.729614,68.078861,0.227444,1,0,0,0,0,28.949571,285.588949,4.029131,1,229,8,144,0,0,0
"556",863,0.912826,0.033321,16.557887,0.009428,1.053449,0.428852,9.866908,63.245366,0.092093,1,0,0,0,0,17.612925,427.523187,0.55851,1,483,18,362,0,0,0
"557",681,0.336699,0.034866,15.661643,0.045446,0.990836,0.602971,11.302999,70.300966,0.060502,1,0,0,0,0,20.223191,442.781829,1.225416,1,265,14,402,0,0,0
"558",942,0.66741,0.016802,3.499822,0.003816,0.927669,0.997302,10.047945,61.536665,0.165139,1,0,0,0,0,6.566126,275.755061,2.712526,1,3,19,920,0,0,0
"559",613,0.245591,0.002241,15.881864,0.047203,0.948965,0.456941,9.281975,72.814676,0.14657,1,0,0,0,0,38.04588,340.166453,1.016377,1,326,13,274,0,0,0
"560",340,0.631559,0.009583,8.906462,0.061168,0.987371,0.394528,10.043486,66.417035,0.112737,1,0,0,0,0,2.702108,60.826593,2.590155,1,202,7,131,0,0,0
"561",229,0.480434,0.040665,5.690982,0.065689,0.962811,0.584826,9.330065,64.263497,0.189734,1,0,0,0,0,23.859269,90.301726,0.889421,1,93,5,131,0,0,0
"562",292,0.835948,0.019149,19.673999,0.070267,1.061673,0.499828,10.10804,74.520739,0.034049,1,0,0,0,0,21.989193,295.83367,3.430161,1,144,6,142,0,0,0
"563",957,0.997256,0.018112,4.336079,0.081943,1.045198,0.532422,9.871035,63.47767,0.168978,1,0,0,0,0,39.690248,135.559656,2.883463,1,439,20,498,0,0,0
"564",411,0.398044,0.037578,4.148174,0.004452,1.03689,0.108205,11.122455,64.341753,0.14801,1,0,0,0,0,10.774135,562.764792,2.665392,1,359,9,43,0,0,0
"565",343,0.259887,0.015311,0.465709,0.011344,0.911277,0.667049,10.551653,72.940892,0.178776,1,0,0,0,0,3.806442,130.006276,2.65325,1,112,7,224,0,0,0
"566",607,0.341058,0.006621,12.320044,0.023312,0.940611,0.842526,10.632703,74.778025,0.182614,1,0,0,0,0,18.297032,582.580819,1.818386,1,94,13,500,0,0,0
"567",184,0.825471,0.014166,7.933022,0.001525,0.980676,0.760316,10.389171,71.232596,0.196844,1,0,0,0,0,4.593287,177.457884,1.732666,1,44,4,136,0,0,0
"568",89,0.143215,0.020779,13.914352,0.077395,1.063746,0.702106,11.268286,70.977549,0.178273,1,0,0,0,0,15.09019,344.937342,3.086885,1,26,2,61,0,0,0
"569",828,0.934455,0.030777,9.199092,0.073706,1.014882,0.151204,10.610631,69.964368,0.100595,1,0,0,0,0,44.975269,173.580123,2.226593,1,689,17,122,0,0,0
"570",909,0.533049,0.030499,11.867752,0.039771,0.947635,0.865669,10.324509,69.698579,0.017114,1,0,0,0,0,19.526085,511.254437,0.266513,1,120,19,770,0,0,0
"571",393,0.981811,0.022914,12.773457,0.002402,1.07084,0.146283,9.478263,66.021204,0.240802,1,0,0,0,0,49.669694,411.416098,1.143626,1,329,8,56,0,0,0
"572",91,0.246485,0.01178,6.603718,0.02045,0.936134,0.672165,9.93341,69.852235,0.119707,1,0,0,0,0,31.477639,107.065511,1.496035,1,30,2,59,0,0,0
"573",878,0.011345,0.033236,12.601645,0.069058,1.003397,0.708896,11.265721,67.229703,0.057277,1,0,0,0,0,27.789834,463.873122,0.248257,1,251,18,609,0,0,0
"574",360,0.311499,0.028008,0.804086,0.031225,1.089362,0.670354,10.796526,74.143793,0.089351,1,0,0,0,0,7.045935,583.87327,0.20882,1,117,8,235,0,0,0
"575",400,0.897897,0.026967,6.494982,0.014525,0.934742,0.41165,10.222667,72.329126,0.125563,1,0,0,0,0,26.590058,591.39771,4.621495,1,231,8,161,0,0,0
"576",302,0.39679,0.036418,4.138627,0.007129,1.008955,0.23244,10.425633,67.413306,0.096523,1,0,0,0,0,26.601166,562.111196,3.629956,1,227,7,68,0,0,0
"577",765,0.660424,0.019342,14.566245,0.013882,1.025457,0.134561,9.758281,69.580712,0.157542,1,0,0,0,0,22.714357,28.680018,0.62418,1,649,16,100,0,0,0
"578",570,0.06487,0.019588,11.253198,0.025235,1.026278,0.802931,10.507545,69.424015,0.071298,1,0,0,0,0,19.813223,568.275665,5.945335,1,110,12,448,0,0,0
"579",457,0.291442,0.020938,2.965479,0.079936,0.96533,0.923696,10.285546,64.841905,0.244743,1,0,0,0,0,45.320722,86.314291,1.08949,1,35,10,412,0,0,0
"580",534,0.919383,0.026276,17.550612,0.044121,1.085079,0.632798,9.452263,68.13682,0.0917,1,0,0,0,0,46.083084,4.258832,1.872869,1,193,11,330,0,0,0
"581",310,0.358088,0.001732,17.643258,0.063631,1.002555,0.785001,9.796533,69.435164,0.191616,1,0,0,0,0,17.233334,551.221724,2.937267,1,66,7,237,0,0,0
"582",198,0.541409,0.027374,2.388114,0.046046,0.913203,0.041037,9.950846,67.476636,0.184687,1,0,0,0,0,24.075549,352.90814,5.697075,1,187,4,7,0,0,0
"583",930,0.544102,0.00213,5.881266,0.04663,0.921227,0.784043,10.584075,66.457686,0.103442,1,0,0,0,0,6.548128,511.139246,3.813918,1,197,19,714,0,0,0
"584",455,0.429998,0.008872,11.845558,0.034824,1.015004,0.372457,9.343723,69.91897,0.046768,1,0,0,0,0,34.073369,222.571575,4.074504,1,280,10,165,0,0,0
"585",798,0.325455,0.015622,6.532382,0.008298,0.947124,0.00888,10.071806,67.257598,0.094149,1,0,0,0,0,49.453189,460.710894,3.740584,1,776,16,6,0,0,0
"586",362,0.486728,0.02252,4.685538,0.077439,0.957179,0.385597,10.993309,71.310857,0.24014,1,0,0,0,0,25.24518,83.714053,0.299711,1,218,8,136,0,0,0
"587",218,0.313668,0.035498,11.158078,0.0426,0.997354,0.242285,10.933888,70.19074,0.236224,1,0,0,0,0,12.722961,208.064341,1.964453,1,162,5,51,0,0,0
"588",555,0.036629,0.027596,19.466135,0.063825,1.092985,0.619622,11.1265,64.934793,0.011961,1,0,0,0,0,30.167742,173.329459,1.071418,1,207,12,336,0,0,0
"589",419,0.369361,0.035419,4.045304,0.042465,1.051469,0.347783,10.33412,66.002187,0.158624,1,0,0,0,0,30.874066,83.280445,5.084175,1,268,9,142,0,0,0
"590",477,0.119111,0.01284,9.091216,0.002646,0.935189,0.624539,9.868981,70.817156,0.124027,1,0,0,0,0,14.530326,121.682781,5.406019,1,176,10,291,0,0,0
"591",925,0.36198,0.038636,9.646365,0.045812,0.90829,0.397909,10.338755,64.313786,0.129959,1,0,0,0,0,8.814469,63.773618,0.748031,1,546,19,360,0,0,0
"592",273,0.365937,0.034014,3.787291,0.070096,0.928398,0.100572,10.231344,69.620234,0.033846,1,0,0,0,0,49.195499,476.797698,5.487877,1,241,6,26,0,0,0
"593",868,0.350456,0.029165,9.665701,0.051577,0.931202,0.626747,9.850638,63.205614,0.005602,1,0,0,0,0,25.26684,443.478294,1.404885,1,318,18,532,0,0,0
"594",488,0.239253,0.006798,10.415125,0.058269,1.017884,0.830528,10.667286,67.822194,0.160751,1,0,0,0,0,13.901546,512.174295,3.00497,1,82,10,396,0,0,0
"595",525,0.757193,0.031018,17.404959,0.048069,1.093871,0.451409,9.679687,65.632288,0.073942,1,0,0,0,0,44.171393,245.000913,3.122224,1,282,11,232,0,0,0
"596",535,0.575473,0.028968,19.600524,0.033628,1.038299,0.055937,10.711302,66.760571,0.232448,1,0,0,0,0,13.501136,13.5205,2.515077,1,495,11,29,0,0,0
"597",577,0.982454,0.019453,3.465872,0.037449,1.071281,0.833658,10.570746,65.781935,0.166688,1,0,0,0,0,28.565286,390.427705,4.386182,1,94,12,471,0,0,0
"598",264,0.163164,0.024739,5.616575,0.066363,0.925326,0.525914,10.726653,74.1906,0.210624,1,0,0,0,0,19.61066,180.957394,2.046095,1,123,6,135,0,0,0
"599",760,0.10409,0.017478,18.429289,0.011728,1.016901,0.668236,10.159394,70.558001,0.048942,1,0,0,0,0,10.206829,567.919067,5.088435,1,247,16,497,0,0,0
"600",414,0.621736,0.015275,14.210947,0.071722,0.981448,0.505702,9.848841,64.532557,0.176058,1,0,0,0,0,15.727421,107.772594,4.238745,1,201,9,204,0,0,0
"601",194,0.647512,0.017229,19.385161,0.037154,1.082116,0.29002,10.869503,68.460528,0.149663,1,0,0,0,0,8.935886,132.803444,2.571955,1,135,4,55,0,0,0
"602",206,0.840648,0.023501,6.2629,0.020953,0.91501,0.777844,11.114711,70.99576,0.15152,1,0,0,0,0,14.890645,477.629414,2.600532,1,45,5,156,0,0,0
"603",151,0.147184,0.024489,18.176344,0.070628,0.912948,0.856338,10.973913,72.844175,0.052582,1,0,0,0,0,46.914471,446.588092,1.120669,1,22,4,125,0,0,0
"604",373,0.780756,0.021996,4.495834,0.028164,1.016665,0.614566,10.060157,68.79159,0.15316,1,0,0,0,0,8.019747,169.015529,0.951424,1,141,8,224,0,0,0
"605",773,0.466948,0.0263,17.820005,0.050766,0.990185,0.819389,11.192487,68.894353,0.16198,1,0,0,0,0,10.80478,384.499962,4.540896,1,137,16,620,0,0,0
"606",840,0.893256,0.012409,12.447813,0.001074,1.081237,0.181197,10.960334,61.231408,0.020046,1,0,0,0,0,10.989916,305.93471,4.092056,1,674,17,149,0,0,0
"607",912,0.410288,0.036353,7.695552,0.020737,0.900692,0.890101,9.99764,65.202292,0.059529,1,0,0,0,0,13.705209,95.269244,0.463252,1,99,19,794,0,0,0
"608",378,0.35334,0.019001,9.894766,0.074752,0.977542,0.582817,10.163164,67.713868,0.202183,1,0,0,0,0,47.627316,268.100147,2.160393,1,155,8,215,0,0,0
"609",865,0.043996,0.020689,19.244911,0.05868,0.910061,0.666154,10.079462,71.018712,0.049401,1,0,0,0,0,35.385447,9.275824,4.153769,1,283,18,564,0,0,0
"610",358,0.270734,0.036831,1.953952,0.060556,1.02748,0.119655,10.68743,68.034526,0.209822,1,0,0,0,0,36.353566,560.472108,4.880559,1,309,8,41,0,0,0
"611",303,0.304196,0.03941,2.636382,0.048492,1.028822,0.104482,10.145659,66.12711,0.165523,1,0,0,0,0,23.00466,548.45286,3.948576,1,266,7,30,0,0,0
"612",512,0.583072,0.037884,5.959935,0.055626,1.078143,0.291683,10.547153,67.076279,0.179905,1,0,0,0,0,26.936,507.488336,5.189828,1,355,11,146,0,0,0
"613",684,0.623694,0.024368,12.057462,0.056468,0.921491,0.942569,10.808399,68.386049,0.133293,1,0,0,0,0,35.483029,88.600612,3.476075,1,39,14,631,0,0,0
"614",699,0.324503,0.026801,6.033857,0.065896,1.037084,0.951773,9.468488,71.130942,0.062537,1,0,0,0,0,48.939346,195.545522,2.400973,1,34,14,651,0,0,0
"615",524,0.149435,0.038496,16.63727,0.052456,0.939382,0.493474,11.266481,72.522778,0.198836,1,0,0,0,0,12.968461,166.814049,2.448945,1,260,11,253,0,0,0
"616",174,0.297539,0.001412,7.759242,0.028414,1.014161,0.460391,9.324667,71.063836,0.237678,1,0,0,0,0,21.119754,74.665701,1.044863,1,92,4,78,0,0,0
"617",455,0.368897,0.007627,6.316877,0.043764,1.060001,0.350057,10.024043,69.591929,0.11917,1,0,0,0,0,23.143655,586.987403,2.115053,1,290,10,155,0,0,0
"618",284,0.679931,0.035955,2.554151,0.062324,0.926052,0.165955,10.590706,71.205533,0.140857,1,0,0,0,0,43.67946,380.557994,5.960201,1,232,6,46,0,0,0
"619",889,0.8431,0.038722,9.421251,0.053041,0.933272,0.696,9.659903,71.474204,0.131126,1,0,0,0,0,38.370271,595.360418,2.169905,1,265,18,606,0,0,0
"620",256,0.11736,0.03091,16.53188,0.020012,1.052513,0.501042,10.512622,67.659852,0.126937,1,0,0,0,0,17.99617,114.717192,0.868908,1,125,6,125,0,0,0
"621",345,0.340499,0.009719,18.038051,0.064914,0.91606,0.540942,11.249722,73.155821,0.072516,1,0,0,0,0,36.637226,547.385593,1.418232,1,156,7,182,0,0,0
"622",939,0.41914,0.029648,14.171922,0.047443,0.938054,0.6618,10.268939,64.253936,0.070413,1,0,0,0,0,35.541298,8.277893,1.397478,1,312,19,608,0,0,0
"623",242,0.446244,0.011829,12.714571,0.068211,1.047853,0.298974,11.078105,68.411217,0.034516,1,0,0,0,0,39.831168,404.785945,1.799692,1,167,5,70,0,0,0
"624",955,0.334959,0.033069,6.226998,0.053377,0.956746,0.474555,10.602548,62.142279,0.050858,1,0,0,0,0,18.432461,268.365065,1.297874,1,492,20,443,0,0,0
"625",225,0.059959,0.012364,12.297919,0.053685,0.951364,0.024001,10.651263,73.444279,0.16323,1,0,0,0,0,44.226539,216.905604,3.031695,1,215,5,5,0,0,0
